bikes_available,docks_available,is_renting,is_returning,last_updated,station_id,name,latitude,longitude
18,1,true,true,1594114954,f1fd7bda2e0a3cf1900d275f24ff94ff,Folsom St at 15th St,37.7670373,-122.4154425
4,21,true,true,1594115085,3300,Prospect Park West & 8 St,40.6651468153379,-73.9763760566711
30,10,true,true,1594115085,3118,McGuinness Blvd & Eagle St,40.73555,-73.95284
13,32,true,true,1594115085,410,Suffolk St & Stanton St,40.72066442,-73.98517977
16,5,true,true,1594115085,3911,Wyckoff St & Nevins St,40.683426,-73.984275
27,12,true,true,1594115085,528,2 Ave & E 31 St,40.74290902,-73.97706058
6,19,true,true,1594115085,3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517
10,9,true,true,1594115085,3054,Greene Ave & Throop Ave,40.6894932,-73.942061
30,2,true,true,1594115085,3314,W 95 St & Broadway,40.7937704,-73.971888
8,12,true,true,1594115085,3773,Knickerbocker Ave & Thames St,40.70539,-73.92976
2,25,true,true,1594114954,1a72eda649a19404886077229827b2d3,North Berkeley BART Station,37.873558,-122.283093
23,1,true,true,1594115085,276,Duane St & Greenwich St,40.71748752,-74.0104554
25,9,true,true,1594115085,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772
4,10,true,true,1594115085,3272,Jersey & 3rd,40.7233315864644,-74.0459525585174
13,10,true,true,1594114953,d576652cc151c23d6ec52b8454429d47,William St at 10th St,37.3327938,-121.8759263
26,17,true,true,1594115085,195,Liberty St & Broadway,40.70905623,-74.01043382
12,11,true,true,1594115085,3551,3 Ave & E 112 St,40.795508,-73.941606
22,8,true,true,1594115085,458,11 Ave & W 27 St,40.751396,-74.005226
4,22,true,true,1594115085,466,W 25 St & 6 Ave,40.74395411,-73.99144871
18,15,true,true,1594115085,223,W 13 St & 7 Ave,40.73781509,-73.99994661
